column_1,value,name,club,nation,position,age,link
202,"€15.00m","Paul Onuachu","KRC Genk",Nigeria,Centre-Forward,28,https://fminside.net/players/3-fm-23/27091941-paul-onuachu
203,"€15.00m","Adam Armstrong","Southampton FC",England,Centre-Forward,25,https://fminside.net/players/3-fm-23/18004457-kevin-de-bruyne
204,"€15.00m","Maxwel Cornet","West Ham United","Cote d'Ivoire","Left Winger",26,https://fminside.net/players/3-fm-23/85117459-maxwel-cornet
205,"€15.00m","Jérémie Boga","Atalanta BC","Cote d'Ivoire","Left Winger",26,https://fminside.net/players/3-fm-23/28084880-jeremie-boga
206,"€15.00m","Adama Traoré","Wolverhampton Wanderers",Spain,"Right Winger",26,https://fminside.net/players/3-fm-23/67174729-adama-traore
207,"€15.00m","Sheraldo Becker","1.FC Union Berlin",Suriname,"Second Striker",27,https://fminside.net/players/3-fm-23/37027194-sheraldo-becker
208,"€15.00m","Anthony Martial","Manchester United",France,Centre-Forward,27,https://fminside.net/players/3-fm-23/85086702-anthony-martial
209,"€15.00m","Andrea Belotti","AS Roma",Italy,Centre-Forward,29,https://fminside.net/players/3-fm-23/43066936-andrea-belotti
210,"€15.00m","Alassane Plea","Borussia Mönchengladbach",France,"Left Winger",29,https://fminside.net/players/3-fm-23/85050636-alassane-plea
211,"€15.00m","Felipe Anderson","SS Lazio",Brazil,"Right Winger",29,https://fminside.net/players/3-fm-23/19105713-felipe-anderson
212,"€15.00m","Lorenzo Insigne","Toronto FC",Italy,"Left Winger",31,https://fminside.net/players/3-fm-23/43043933-lorenzo-insigne
213,"€15.00m",Juanmi,"Real Betis Balompié",Spain,"Left Winger",29,https://fminside.net/players/3-fm-23/67106568-juanmi
214,"€14.00m","Marcos Leonardo","Santos FC",Brazil,Centre-Forward,19,https://fminside.net/players/3-fm-23/19380666-marcos-leonardo
215,"€14.00m","Ferran Jutglà","Club Brugge KV",Spain,Centre-Forward,23,https://fminside.net/players/3-fm-23/67272136-ferran-jutgla
216,"€14.00m","Armand Laurienté","US Sassuolo",France,"Left Winger",24,https://fminside.net/players/3-fm-23/85145172-armand-lauriente
217,"€14.00m","Folarin Balogun","Stade Reims",England,Centre-Forward,21,https://fminside.net/players/3-fm-23/28116305-folarin-balogun
218,"€14.00m","Brian Brobbey","Ajax Amsterdam",Netherlands,Centre-Forward,20,https://fminside.net/players/3-fm-23/37065620-brian-brobbey
219,"€14.00m","Jonas Wind","VfL Wolfsburg",Denmark,Centre-Forward,23,https://fminside.net/players/3-fm-23/27122565-jonas-wind
220,"€14.00m","Justin Kluivert","Valencia CF",Netherlands,"Left Winger",23,https://fminside.net/players/3-fm-23/18004457-kevin-de-bruyne
221,"€14.00m","Diego Rossi",Fenerbahce,Uruguay,"Left Winger",24,https://fminside.net/players/3-fm-23/78074592-diego-rossi
222,"€14.00m","Ryan Kent","Rangers FC",England,"Left Winger",26,https://fminside.net/players/3-fm-23/28094948-ryan-kent
223,"€14.00m","David Brooks","AFC Bournemouth",Wales,"Right Winger",25,https://fminside.net/players/3-fm-23/28095352-david-brooks
224,"€14.00m","Luka Jović","ACF Fiorentina",Serbia,Centre-Forward,25,https://fminside.net/players/3-fm-23/62113639-luka-jovic
225,"€14.00m","Wout Weghorst","Besiktas JK",Netherlands,Centre-Forward,30,https://fminside.net/players/3-fm-23/37026994-wout-weghorst
226,"€14.00m","Gaëtan Laborde","OGC Nice",France,Centre-Forward,28,https://fminside.net/players/3-fm-23/85075725-gaetan-laborde
227,"€14.00m","Bertrand Traoré","Basaksehir FK","Burkina Faso","Right Winger",27,https://fminside.net/players/3-fm-23/13112706-bertrand-traore
228,"€14.00m",Tecatito,"Sevilla FC",Mexico,"Right Winger",29,N/A
229,"€14.00m","Erik Lamela","Sevilla FC",Argentina,"Right Winger",30,https://fminside.net/players/3-fm-23/14005628-erik-lamela
230,"€13.00m","Ângelo Gabriel","Santos FC",Brazil,"Right Winger",18,https://fminside.net/players/3-fm-23/78027416-angelo-gabrielli
231,"€13.00m",Beto,"Udinese Calcio",Portugal,Centre-Forward,24,https://fminside.net/players/3-fm-23/83228124-beto
232,"€13.00m","Fábio Silva","RSC Anderlecht",Portugal,Centre-Forward,20,https://fminside.net/players/3-fm-23/83228802-fabio-silva
233,"€13.00m","Krépin Diatta","AS Monaco",Senegal,"Right Winger",23,https://fminside.net/players/3-fm-23/13191636-krepin-diatta
234,"€13.00m","Kerem Aktürkoglu",Galatasaray,Turkey,"Left Winger",24,https://fminside.net/players/3-fm-23/70099785-kerem-akturkolu
235,"€13.00m","Christian Kouamé","ACF Fiorentina","Cote d'Ivoire",Centre-Forward,25,https://fminside.net/players/3-fm-23/43201838-christian-kouame
236,"€13.00m","Neal Maupay","Everton FC",France,Centre-Forward,26,https://fminside.net/players/3-fm-23/85120748-neal-maupay
237,"€13.00m","Ante Rebic","AC Milan",Croatia,"Left Winger",29,https://fminside.net/players/3-fm-23/24023726-ante-rebic
238,"€13.00m","Jonas Hofmann","Borussia Mönchengladbach",Germany,"Right Winger",30,https://fminside.net/players/3-fm-23/92027981-jonas-hofmann
239,"€12.00m","Tajon Buchanan","Club Brugge KV",Canada,"Right Winger",23,https://fminside.net/players/3-fm-23/72052880-tajon-buchanan
240,"€12.00m","Gabriel Veron","FC Porto",Brazil,"Left Winger",20,https://fminside.net/players/3-fm-23/19360962-gabriel-veron
241,"€12.00m","Boulaye Dia","US Salernitana 1919",Senegal,Centre-Forward,26,https://fminside.net/players/3-fm-23/50065334-boulaye-dia
242,"€12.00m","Sékou Mara","Southampton FC",France,Centre-Forward,20,https://fminside.net/players/3-fm-23/49048369-sekou-mara
243,"€12.00m","Bryan Gil","Tottenham Hotspur",Spain,"Left Winger",21,https://fminside.net/players/3-fm-23/67260440-bryan-gil
244,"€12.00m","Amine Adli","Bayer 04 Leverkusen",France,"Right Winger",22,https://fminside.net/players/3-fm-23/49037698-amine-adli
245,"€12.00m",Pedrinho,"Clube Atlético Mineiro",Brazil,"Right Winger",24,https://fminside.net/players/3-fm-23/55045472-pedrinho
246,"€12.00m","Musa Barrow","Bologna FC 1909","The Gambia","Left Winger",24,https://fminside.net/players/3-fm-23/43372270-musa-barrow
247,"€12.00m","Kevin Schade","SC Freiburg",Germany,"Right Winger",21,https://fminside.net/players/3-fm-23/91208050-kevin-schade
248,"€12.00m","Emmanuel Dennis","Nottingham Forest",Nigeria,Centre-Forward,25,https://fminside.net/players/3-fm-23/71099020-emmanuel-dennis
249,"€12.00m","Takefusa Kubo","Real Sociedad",Japan,"Right Winger",21,https://fminside.net/players/3-fm-23/45104608-takefusa-kubo
250,"€12.00m","Josh Sargent","Norwich City","United States",Centre-Forward,22,https://fminside.net/players/3-fm-23/92092175-josh-sargent
251,"€12.00m","Arthur Cabral","ACF Fiorentina",Brazil,Centre-Forward,24,https://fminside.net/players/3-fm-23/19266403-arthur-cabral
252,"€12.00m","Timothy Weah","LOSC Lille","United States","Right Winger",22,https://fminside.net/players/3-fm-23/48042432-timothy-weah
253,"€12.00m","Loïs Openda","RC Lens",Belgium,Centre-Forward,22,https://fminside.net/players/3-fm-23/18101745-lois-openda
254,"€12.00m","Rafa Mir","Sevilla FC",Spain,Centre-Forward,25,https://fminside.net/players/3-fm-23/67221051-rafa-mir
255,"€12.00m","Habib Diallo","RC Strasbourg Alsace",Senegal,Centre-Forward,27,https://fminside.net/players/3-fm-23/36515158-habib-diallo
256,"€12.00m","Roland Sallai","SC Freiburg",Hungary,"Right Winger",25,https://fminside.net/players/3-fm-23/38039385-roland-sallai
257,"€12.00m",Éverton,"CR Flamengo",Brazil,"Left Winger",26,https://fminside.net/players/3-fm-23/19034819-weverton
258,"€12.00m","Karl Toko Ekambi","Olympique Lyon",Cameroon,"Left Winger",30,https://fminside.net/players/3-fm-23/85085653-karl-toko-ekambi
259,"€12.00m","Dodi Lukébakio","Hertha BSC",Belgium,"Right Winger",25,https://fminside.net/players/3-fm-23/18083611-dodi-lukebakio
260,"€12.00m","Hee-chan Hwang","Wolverhampton Wanderers","Korea, South",Centre-Forward,26,N/A
261,"€12.00m","Kasper Dolberg","TSG 1899 Hoffenheim",Denmark,Centre-Forward,25,https://fminside.net/players/3-fm-23/27102380-kasper-dolberg
262,"€12.00m","Sergi Canós","Brentford FC",Spain,"Right Winger",25,https://fminside.net/players/3-fm-23/28094954-sergi-canos
263,"€12.00m","Roman Yaremchuk","Club Brugge KV",Ukraine,Centre-Forward,27,https://fminside.net/players/3-fm-23/71068795-roman-yaremchuk
264,"€12.00m","Raúl Jiménez","Wolverhampton Wanderers",Mexico,Centre-Forward,31,https://fminside.net/players/3-fm-23/51013463-raul-jimenez
265,"€12.00m","Mohamed Elyounoussi","Southampton FC",Norway,"Left Winger",28,N/A
266,"€12.00m","Vincenzo Grifo","SC Freiburg",Italy,"Left Winger",29,https://fminside.net/players/3-fm-23/91105243-vincenzo-grifo
267,"€12.00m","Patrick Bamford","Leeds United",England,Centre-Forward,29,https://fminside.net/players/3-fm-23/28059632-patrick-bamford
268,"€12.00m","Sardar Azmoun","Bayer 04 Leverkusen",Iran,Centre-Forward,28,https://fminside.net/players/3-fm-23/58098760-sardar-azmoun
269,"€12.00m","Raúl de Tomás","Rayo Vallecano",Spain,Centre-Forward,28,https://fminside.net/players/3-fm-23/67156425-raul-de-tomas
270,"€12.00m","Andy Delort","OGC Nice",Algeria,Centre-Forward,31,https://fminside.net/players/3-fm-23/85059211-andy-delort
271,"€12.00m","Luis Muriel","Atalanta BC",Colombia,Centre-Forward,31,https://fminside.net/players/3-fm-23/76015142-luis-muriel
272,"€12.00m",Dudu,"Sociedade Esportiva Palmeiras",Brazil,"Left Winger",30,https://fminside.net/players/3-fm-23/19058671-dudu
273,"€12.00m","Alexandre Lacazette","Olympique Lyon",France,Centre-Forward,31,https://fminside.net/players/3-fm-23/34011687-alexandre-lacazette
274,"€12.00m","Julian Draxler","SL Benfica",Germany,"Left Winger",29,https://fminside.net/players/3-fm-23/92030193-julian-draxler
275,"€12.00m","Lucas Moura","Tottenham Hotspur",Brazil,"Right Winger",30,https://fminside.net/players/3-fm-23/19073564-lucas-moura
276,"€12.00m","Pierre-Emerick Aubameyang","Chelsea FC",Gabon,Centre-Forward,33,https://fminside.net/players/3-fm-23/43017197-pierre-emerick-aubameyang
277,"€11.00m","Vitor Roque","Club Athletico Paranaense",Brazil,Centre-Forward,17,https://fminside.net/players/3-fm-23/2000095783-vitor-roque
278,"€11.00m","Julio Enciso","Brighton & Hove Albion",Paraguay,"Second Striker",18,https://fminside.net/players/3-fm-23/79034187-julio-enciso
279,"€11.00m","Joshua Zirkzee","Bologna FC 1909",Netherlands,Centre-Forward,21,https://fminside.net/players/3-fm-23/37060922-joshua-zirkzee
280,"€11.00m","Jörgen Strand Larsen","Celta de Vigo",Norway,Centre-Forward,22,N/A
281,"€11.00m","Calvin Stengs","Royal Antwerp FC",Netherlands,"Right Winger",24,https://fminside.net/players/3-fm-23/37059574-calvin-stengs
282,"€11.00m",Jota,"Celtic FC",Portugal,"Left Winger",23,https://fminside.net/players/3-fm-23/55083779-diogo-jota
283,"€11.00m","Krzysztof Piatek","US Salernitana 1919",Poland,Centre-Forward,27,https://fminside.net/players/3-fm-23/96054420-krzysztof-pitek
284,"€11.00m","Ludovic Ajorque","RC Strasbourg Alsace",France,Centre-Forward,28,https://fminside.net/players/3-fm-23/85103818-ludovic-ajorque
285,"€11.00m","Ihlas Bebou","TSG 1899 Hoffenheim",Togo,Centre-Forward,28,https://fminside.net/players/3-fm-23/91132870-ihlas-bebou
286,"€11.00m","Jhon Córdoba","FK Krasnodar",Colombia,Centre-Forward,29,https://fminside.net/players/3-fm-23/76018954-jhon-cordoba
287,"€11.00m","Quincy Promes","Spartak Moscow",Netherlands,"Left Winger",30,https://fminside.net/players/3-fm-23/168235-quincy-promes
288,"€11.00m","Nathan Redmond","Besiktas JK",England,"Left Winger",28,https://fminside.net/players/3-fm-23/28053447-nathan-redmond
289,"€10.00m","Dango Ouattara","FC Lorient","Burkina Faso","Right Winger",20,https://fminside.net/players/3-fm-23/12091814-dango-ouattara
290,"€10.00m",Marquinhos,"Arsenal FC",Brazil,"Right Winger",19,https://fminside.net/players/3-fm-23/19163495-marquinhos
291,"€10.00m",Kayky,"FC Paços de Ferreira",Brazil,"Right Winger",19,https://fminside.net/players/3-fm-23/19408255-kayky
292,"€10.00m","El Bilal Touré","UD Almería",Mali,Centre-Forward,21,https://fminside.net/players/3-fm-23/12081007-el-bilal-toure
293,"€10.00m","Wilfried Gnonto","Leeds United",Italy,"Second Striker",19,https://fminside.net/players/3-fm-23/43500350-wilfried-gnonto
294,"€10.00m","Mohamed Bayo","LOSC Lille",Guinea,Centre-Forward,24,https://fminside.net/players/3-fm-23/49038311-mohamed-bayo
295,"€10.00m",Fernando,"Red Bull Salzburg",Brazil,Centre-Forward,23,https://fminside.net/players/3-fm-23/2115577-fernando
296,"€10.00m","Moussa Djenepo","Southampton FC",Mali,"Left Winger",24,https://fminside.net/players/3-fm-23/6601602-moussa-djenepo
297,"€10.00m","Cucho Hernández","Columbus Crew",Colombia,Centre-Forward,23,https://fminside.net/players/3-fm-23/76043783-cucho-hernandez
298,"€10.00m",Artur,"Red Bull Bragantino",Brazil,"Right Winger",24,https://fminside.net/players/3-fm-23/75000273-arturo-vidal
299,"€10.00m","Ansgar Knauff","Eintracht Frankfurt",Germany,"Right Winger",20,https://fminside.net/players/3-fm-23/91203087-ansgar-knauff
300,"€10.00m","Myron Boadu","AS Monaco",Netherlands,Centre-Forward,21,https://fminside.net/players/3-fm-23/37060951-myron-boadu
301,"€10.00m","Jakub Kaminski","VfL Wolfsburg",Poland,"Left Winger",20,https://fminside.net/players/3-fm-23/96121228-jakub-kamiski
302,"€10.00m",Rony,"Sociedade Esportiva Palmeiras",Brazil,Centre-Forward,27,https://fminside.net/players/3-fm-23/19249790-rony
303,"€10.00m",Jordan,"1.FC Union Berlin","United States",Centre-Forward,26,https://fminside.net/players/3-fm-23/28005568-jordan-henderson
304,"€10.00m","Artem Dovbyk","SK Dnipro-1",Ukraine,Centre-Forward,25,https://fminside.net/players/3-fm-23/71099066-artem-dovbyk
305,"€10.00m","Alfredo Morelos","Rangers FC",Colombia,Centre-Forward,26,https://fminside.net/players/3-fm-23/76037089-alfredo-morelos
306,"€10.00m","Nuno Santos","Sporting CP",Portugal,"Left Winger",27,https://fminside.net/players/3-fm-23/55070264-nuno-santos
307,"€10.00m","Serhou Guirassy","VfB Stuttgart",Guinea,Centre-Forward,26,https://fminside.net/players/3-fm-23/85111795-serhou-guirassy
308,"€10.00m","Gelson Martins","AS Monaco",Portugal,"Right Winger",27,https://fminside.net/players/3-fm-23/55063369-gelson-martins
309,"€10.00m","Vedat Muriqi","RCD Mallorca",Kosovo,Centre-Forward,28,https://fminside.net/players/3-fm-23/11022221-vedat-muriqi
310,"€10.00m","Alexander Sörloth","Real Sociedad",Norway,Centre-Forward,27,N/A
311,"€10.00m","Mahmoud Trezeguet",Trabzonspor,Egypt,"Left Winger",28,N/A
312,"€10.00m","Sofiane Boufal","Angers SCO",Morocco,"Left Winger",29,https://fminside.net/players/3-fm-23/85104863-sofiane-boufal
313,"€10.00m",Paulinho,"Sporting CP",Portugal,Centre-Forward,30,https://fminside.net/players/3-fm-23/19003703-paulinho
314,"€10.00m","Jacob Murphy","Newcastle United",England,"Right Winger",27,https://fminside.net/players/3-fm-23/29079830-jacob-murphy
315,"€10.00m","Andrea Petagna","AC Monza",Italy,Centre-Forward,27,https://fminside.net/players/3-fm-23/43091160-andrea-petagna
316,"€10.00m","Arkadiusz Milik","Juventus FC",Poland,Centre-Forward,28,https://fminside.net/players/3-fm-23/96026541-arkadiusz-milik
317,"€10.00m","Florian Thauvin","Tigres UANL",France,"Right Winger",29,https://fminside.net/players/3-fm-23/85046587-florian-thauvin
318,"€10.00m","Michy Batshuayi",Fenerbahce,Belgium,Centre-Forward,29,https://fminside.net/players/3-fm-23/18053710-michy-batshuayi
319,"€10.00m","Chimy Ávila","CA Osasuna",Argentina,Centre-Forward,28,N/A
320,"€10.00m","Takumi Minamino","AS Monaco",Japan,"Left Winger",27,https://fminside.net/players/3-fm-23/45064891-takumi-minamino
321,"€10.00m","Yussuf Poulsen","RB Leipzig",Denmark,Centre-Forward,28,https://fminside.net/players/3-fm-23/27051813-yussuf-poulsen
322,"€10.00m","Divock Origi","AC Milan",Belgium,Centre-Forward,27,https://fminside.net/players/3-fm-23/18045347-divock-origi
323,"€10.00m","Ryan Fraser","Newcastle United",Scotland,"Left Winger",28,https://fminside.net/players/3-fm-23/61036775-ryan-fraser
324,"€10.00m","Mislav Orsic","GNK Dinamo Zagreb",Croatia,"Left Winger",30,https://fminside.net/players/3-fm-23/24014057-mislav-oric
325,"€10.00m","Chris Wood","Newcastle United","New Zealand",Centre-Forward,31,https://fminside.net/players/3-fm-23/5108293-chris-wood
326,"€10.00m","Niclas Füllkrug","SV Werder Bremen",Germany,Centre-Forward,29,https://fminside.net/players/3-fm-23/92018043-niclas-fullkrug
327,"€10.00m","Ángel Di María","Juventus FC",Argentina,"Right Winger",34,https://fminside.net/players/3-fm-23/14000219-angel-di-maria
328,"€9.00m",Giovani,"Sociedade Esportiva Palmeiras",Brazil,"Right Winger",19,https://fminside.net/players/3-fm-23/14108651-giovani-lo-celso
329,"€9.00m","Andreas Schjelderup","FC Nordsjaelland",Norway,"Left Winger",18,https://fminside.net/players/3-fm-23/2000020287-andreas-schjelderup
330,"€9.00m","Ricardo Pepi","FC Groningen","United States",Centre-Forward,19,https://fminside.net/players/3-fm-23/20048604-ricardo-pepi
331,"€9.00m","Taty Castellanos","Girona FC",Argentina,Centre-Forward,24,N/A
332,"€9.00m","Largie Ramazani","UD Almería",Belgium,"Left Winger",21,https://fminside.net/players/3-fm-23/28116558-largie-ramazani
333,"€9.00m","Jan Thielmann","1. FC Köln",Germany,"Right Winger",20,https://fminside.net/players/3-fm-23/91185080-jan-thielmann
334,"€9.00m","Aleksandr Sobolev","Spartak Moscow",Russia,Centre-Forward,25,N/A
335,"€9.00m","Luis Suárez","UD Almería",Colombia,Centre-Forward,25,https://fminside.net/players/3-fm-23/78000335-luis-suarez
336,"€9.00m","Jean-Philippe Mateta","Crystal Palace",France,Centre-Forward,25,https://fminside.net/players/3-fm-23/49034219-jean-philippe-mateta
337,"€9.00m","Riccardo Sottil","ACF Fiorentina",Italy,"Left Winger",23,https://fminside.net/players/3-fm-23/43270713-riccardo-sottil
